Entry	Entry name	Gene names
Q96DR4	STAR4_HUMAN	STARD4
P0DI80	SMIM6_HUMAN	SMIM6 C17orf110
Q9NQZ5	STAR7_HUMAN	STARD7 GTT1
B2RUZ4	SMIM1_HUMAN	SMIM1
A0A286YEX9	SCGRX_HUMAN	SCYGR10 KRTAP28p2
Q9H6P5	TASP1_HUMAN	TASP1 C20orf13
Q2WGJ8	TM249_HUMAN	TMEM249 C8orfK29
Q9BYT3	STK33_HUMAN	STK33
Q13188	STK3_HUMAN	STK3 KRS1 MST2
Q9NQA5	TRPV5_HUMAN	TRPV5 ECAC1
P82675	RT05_HUMAN	MRPS5
P82932	RT06_HUMAN	MRPS6 C21orf101 RPMS6
Q9UBI4	STML1_HUMAN	STOML1 SLP1 UNC24 MSTP019
Q9Y2R9	RT07_HUMAN	MRPS7
P16949	STMN1_HUMAN	STMN1 C1orf215 LAP18 OP18
Q93045	STMN2_HUMAN	STMN2 SCG10 SCGN10
P10636	TAU_HUMAN	MAPT MAPTL MTBT1 TAU
A6NIH7	U119B_HUMAN	UNC119B
E0CX11	STMP1_HUMAN	STMP1 C7orf73
A6NCW0	U17L3_HUMAN	USP17L3 USP17B USP17F
Q86VP1	TAXB1_HUMAN	TAX1BP1 T6BP PRO0105
Q9H668	STN1_HUMAN	STN1 OBFC1
P0C7H9	U17L7_HUMAN	USP17L7
P55808	XG_HUMAN	XG PBDX
D6RBQ6	U17LH_HUMAN	USP17L17
D6R9N7	U17LI_HUMAN	USP17L18
D6RCP7	U17LJ_HUMAN	USP17L19
D6RJB6	U17LK_HUMAN	USP17L20
Q16635	TAZ_HUMAN	TAZ EFE2 G4.5
D6RBM5	U17LN_HUMAN	USP17L23
P82664	RT10_HUMAN	MRPS10 MSTP040
Q0WX57	U17LO_HUMAN	USP17L24 USP17 USP17H USP17I USP17J USP17K USP17L USP17M; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30
Q9H5Q4	TFB2M_HUMAN	TFB2M NS5ATP5
Q9Y6Q2	STON1_HUMAN	STON1 SALF SBLF STN1
Q8WXE9	STON2_HUMAN	STON2 STN2 STNB
P0CG34	TB15A_HUMAN	TMSB15A TMSL8 TMSNB
Q702N8	XIRP1_HUMAN	XIRP1 CMYA1 XIN
Q16560	U1SBP_HUMAN	SNRNP35 HM1 U1SNRNPBP
Q9P2F5	STOX2_HUMAN	STOX2 KIAA1392
Q8IYQ7	THNS1_HUMAN	THNSL1
Q86YJ6	THNS2_HUMAN	THNSL2
Q86YW5	TRML1_HUMAN	TREML1 TLT1 UNQ1825/PRO3438
P09430	STP1_HUMAN	TNP1
Q6UXN2	TRML4_HUMAN	TREML4 TLT4 UNQ9425/PRO34675
O95070	YIF1A_HUMAN	YIF1A 54TM HYIF1P YIF1
Q3SY00	T10IP_HUMAN	TSGA10IP
Q5BJH7	YIF1B_HUMAN	YIF1B PP4519 UNQ3073/PRO9905
Q01081	U2AF1_HUMAN	U2AF1 U2AF35 U2AFBP FP793
Q9NUJ3	T11L1_HUMAN	TCP11L1
Q9Y2R5	RT17_HUMAN	MRPS17 RPMS17 HSPC011
Q9BQE3	TBA1C_HUMAN	TUBA1C TUBA6
Q12800	TFCP2_HUMAN	TFCP2 LSF SEF
Q6PP77	XKR2_HUMAN	XKRX XKR2 XPLAC XRG2
Q9NVS2	RT18A_HUMAN	MRPS18A
Q5GH77	XKR3_HUMAN	XKR3 XRG3
Q5GH76	XKR4_HUMAN	XKR4 KIAA1889 XRG4
P26368	U2AF2_HUMAN	U2AF2 U2AF65
Q8NI27	THOC2_HUMAN	THOC2 CXorf3
Q8IUX1	T126B_HUMAN	TMEM126B HT007
Q86V81	THOC4_HUMAN	ALYREF ALY BEF THOC4
Q9H6D3	XKR8_HUMAN	XKR8 XRG8
Q24JP5	T132A_HUMAN	TMEM132A HSPA5BP1 KIAA1583
Q9Y606	TRUA_HUMAN	PUS1 PP8985
P15923	TFE2_HUMAN	TCF3 BHLHB21 E2A ITF1
Q13769	THOC5_HUMAN	THOC5 C22orf19 KIAA0983
P82650	RT22_HUMAN	MRPS22 C3orf5 RPMS22 GK002
Q5TH74	STPG1_HUMAN	STPG1 C1orf201
Q15695	U2AFL_HUMAN	ZRSR2P1 U2AF1-RS1 U2AF1L1 U2AF1P U2AF1RS1 U2AFBPL ZRSR1
Q8N3T6	T132C_HUMAN	TMEM132C
Q14C87	T132D_HUMAN	TMEM132D HBE120 KIAA1944 MOLT
A1L167	U2QL1_HUMAN	UBE2QL1
Q8N7X2	STPG3_HUMAN	STPG3 C9orf173
P0DPH8	TBA3D_HUMAN	TUBA3D
Q8N801	STPG4_HUMAN	STPG4 C2orf61
H3BS89	T178B_HUMAN	TMEM178B
Q9Y3F4	STRAP_HUMAN	STRAP MAWD UNRIP
Q9BX79	STRA6_HUMAN	STRA6 PP14296 UNQ3126/PRO10282/PRO19578
Q8NBL3	T178A_HUMAN	TMEM178A TMEM178 PSEC0131 UNQ5926/PRO19820
Q12815	TROAP_HUMAN	TROAP
Q92665	RT31_HUMAN	MRPS31 IMOGN38
Q07654	TFF3_HUMAN	TFF3 ITF TFI
Q13885	TBB2A_HUMAN	TUBB2A TUBB2
O43815	STRN_HUMAN	STRN
O75762	TRPA1_HUMAN	TRPA1 ANKTM1
Q99595	TI17A_HUMAN	TIMM17A MIMT17 TIM17 TIM17A TIMM17
Q6ZWJ1	STXB4_HUMAN	STXBP4
P49221	TGM4_HUMAN	TGM4
Q15833	STXB2_HUMAN	STXBP2 UNC18B
Q6B0B8	TIGD3_HUMAN	TIGD3
P49788	TIG1_HUMAN	RARRES1 PEIG1 TIG1
P08708	RS17_HUMAN	RPS17 RPS17L
Q8TBR7	TLC3A_HUMAN	TLCD3A FAM57A
Q3Y452	TDRG1_HUMAN	TDRG1
O60522	TDRD6_HUMAN	TDRD6
Q5T750	XP32_HUMAN	XP32 C1orf68
O43592	XPOT_HUMAN	XPOT
Q6ZQT7	YJ013_HUMAN	
P0C879	YJ018_HUMAN	
P07911	UROM_HUMAN	UMOD
Q8IZH2	XRN1_HUMAN	XRN1 SEP1
P16989	YBOX3_HUMAN	YBX3 CSDA DBPA
A6XGL0	YJEN3_HUMAN	YJEFN3
O60763	USO1_HUMAN	USO1 VDP
P56703	WNT3_HUMAN	WNT3 INT4
A0A087WT01	TVA27_HUMAN	TRAV27
P35125	UBP6_HUMAN	USP6 HRP1 TRE2
Q9C0D0	PHAR1_HUMAN	PHACTR1 KIAA1733 RPEL1
Q8NFZ3	NLGNY_HUMAN	NLGN4Y KIAA0951
Q9HB89	NMUR1_HUMAN	NMUR1 GPR66
Q9H6A9	PCX3_HUMAN	PCNX3 PCNXL3
Q8NC60	NOA1_HUMAN	NOA1 C4orf14
Q9H3D4	P63_HUMAN	TP63 KET P63 P73H P73L TP73L
Q9HC29	NOD2_HUMAN	NOD2 CARD15 IBD1
Q8WWZ8	OIT3_HUMAN	OIT3 LZP UNQ826/PRO1753
Q6PF18	MORN3_HUMAN	MORN3
O15091	MRPP3_HUMAN	PRORP KIAA0391 MRPP3
Q8N7P1	PLD5_HUMAN	PLD5
A0A0A6YYL3	POTEB_HUMAN	POTEB
O15067	PUR4_HUMAN	PFAS KIAA0361
P50749	RASF2_HUMAN	RASSF2 CENP-34 KIAA0168
A0A1B0GWK0	PVLEF_HUMAN	PVALEF
Q8TE99	PXYP1_HUMAN	PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706
P15927	RFA2_HUMAN	RPA2 REPA2 RPA32 RPA34
O43374	RASL2_HUMAN	RASA4 CAPRI GAPL KIAA0538
Q5JQD4	PYY3_HUMAN	PYY3
Q5R372	RBG1L_HUMAN	RABGAP1L HHL KIAA0471
P50914	RL14_HUMAN	RPL14
Q9BX46	RBM24_HUMAN	RBM24 RNPC6
Q9HD43	PTPRH_HUMAN	PTPRH SAP1
P29558	RBMS1_HUMAN	RBMS1 C2orf12 MSSP MSSP1 SCR2
O14522	PTPRT_HUMAN	PTPRT KIAA0283
Q96S79	RSLAB_HUMAN	RASL10B
Q9UHX1	PUF60_HUMAN	PUF60 FIR ROBPI SIAHBP1
Q92737	RSLAA_HUMAN	RASL10A RRP22
Q9NY72	SCN3B_HUMAN	SCN3B KIAA1158
Q9H115	SNAB_HUMAN	NAPB SNAPB
Q8WV19	SFT2A_HUMAN	SFT2D1 C6orf83
Q96JT2	S45A3_HUMAN	SLC45A3 PCANAP6 PRST
A6NNA2	SRRM3_HUMAN	SRRM3
Q9BXP5	SRRT_HUMAN	SRRT ARS2 ASR2
Q7Z769	S35E3_HUMAN	SLC35E3 BLOV1 UNQ3043/PRO9859
Q9UBS9	SUCO_HUMAN	SUCO C1orf9 CH1 OPT SLP1
O95475	SIX6_HUMAN	SIX6 OPTX2 SIX9
Q8TDM5	SACA4_HUMAN	SPACA4 SAMP14 UNQ3046/PRO9862
Q9NZJ4	SACS_HUMAN	SACS KIAA0730
Q14151	SAFB2_HUMAN	SAFB2 KIAA0138
Q2VWA4	SKOR2_HUMAN	SKOR2 CORL2 FUSSEL18
Q9H788	SH24A_HUMAN	SH2D4A PPP1R38 SH2A
Q6ZMZ3	SYNE3_HUMAN	SYNE3 C14orf139 C14orf49 LINC00341
P51687	SUOX_HUMAN	SUOX
Q9NYW2	TA2R8_HUMAN	TAS2R8
Q9NR31	SAR1A_HUMAN	SAR1A SAR1 SARA SARA1
Q9UQ13	SHOC2_HUMAN	SHOC2 KIAA0862
O75094	SLIT3_HUMAN	SLIT3 KIAA0814 MEGF5 SLIL2 UNQ691/PRO1336
Q8TF72	SHRM3_HUMAN	SHROOM3 KIAA1481 SHRML MSTP013
P48553	TPC10_HUMAN	TRAPPC10 EHOC1 TMEM1
Q7Z5A7	TAFA5_HUMAN	TAFA5 FAM19A5 UNQ5208/PRO34524
Q86SZ2	TPC6B_HUMAN	TRAPPC6B
Q92736	RYR2_HUMAN	RYR2
Q13183	S13A2_HUMAN	SLC13A2 NADC1 SDCT1
P0CL83	ST3L1_HUMAN	STAG3L1
Q8IVM8	S22A9_HUMAN	SLC22A9 hOAT4 OAT7 UST3
Q92844	TANK_HUMAN	TANK ITRAF TRAF2
Q8WVM7	STAG1_HUMAN	STAG1 SA1 SCC3
Q9P2P6	STAR9_HUMAN	STARD9 KIAA1300
Q9Y3Q8	T22D4_HUMAN	TSC22D4 THG1 TILZ2
P29083	T2EA_HUMAN	GTF2E1 TF2E1
O95932	TGM3L_HUMAN	TGM6 TGM3L
P21980	TGM2_HUMAN	TGM2
O95411	TIAF1_HUMAN	TIAF1
Q9BQQ7	RTP3_HUMAN	RTP3 TMEM7 Z3CXXC3
Q66K80	RUAS1_HUMAN	RUSC1-AS1 C1orf104
P08579	RU2B_HUMAN	SNRPB2
Q6ZNE9	RUFY4_HUMAN	RUFY4
Q8WTV1	THAP3_HUMAN	THAP3
Q9NVV9	THAP1_HUMAN	THAP1
Q7Z6K1	THAP5_HUMAN	THAP5
Q53EQ6	TIGD5_HUMAN	TIGD5
P20226	TBP_HUMAN	TBP GTF2D1 TF2D TFIID
Q13207	TBX2_HUMAN	TBX2
Q96SF7	TBX15_HUMAN	TBX15 TBX14
Q9H7E2	TDRD3_HUMAN	TDRD3
Q99594	TEAD3_HUMAN	TEAD3 TEAD5 TEF5
Q9UIK5	TEFF2_HUMAN	TMEFF2 HPP1 TENB2 TPEF UNQ178/PRO204
Q7L2K0	TEDC2_HUMAN	TEDC2 C16orf59
Q15696	U2AFM_HUMAN	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP
Q14656	TM187_HUMAN	TMEM187 CXorf12 DXS9878E ITBA1
Q9Y385	UB2J1_HUMAN	UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205
Q8N2K1	UB2J2_HUMAN	UBE2J2 NCUBE2
Q9BRP9	YK016_HUMAN	
Q9H832	UBE2Z_HUMAN	UBE2Z HOYS7
Q8WV48	CC107_HUMAN	CCDC107 PSEC0222
Q96JN2	CC136_HUMAN	CCDC136 KIAA1793 NAG6
Q13705	AVR2B_HUMAN	ACVR2B
Q5VUJ5	AGAP7_HUMAN	AGAP7P AGAP7 CTGLF4
O75493	CAH11_HUMAN	CA11 CARP2 UNQ211/PRO237
Q9Y2C3	B3GT5_HUMAN	B3GALT5
Q9H159	CAD19_HUMAN	CDH19 CDH7L2 UNQ478/PRO941
A0A140G945	CRYA2_HUMAN	CRYAA2 CRYAA
Q9HA72	CAHM2_HUMAN	CALHM2 FAM26B
Q96P48	ARAP1_HUMAN	ARAP1 CENTD2 KIAA0782
Q6UX72	B3GN9_HUMAN	B3GNT9 UNQ1922/PRO4397
O95471	CLD7_HUMAN	CLDN7 CEPTRL2 CPETRL2
P55008	AIF1_HUMAN	AIF1 G1 IBA1
Q8N6T3	ARFG1_HUMAN	ARFGAP1 ARF1GAP
Q9HCE6	ARGAL_HUMAN	ARHGEF10L GRINCHGEF KIAA1626
P68400	CSK21_HUMAN	CSNK2A1 CK2A1
Q5TGI0	FAXC_HUMAN	FAXC C6orf168
Q14749	GNMT_HUMAN	GNMT
Q7Z7B8	DB128_HUMAN	DEFB128 DEFB28
Q8N136	DAW1_HUMAN	DAW1 WDR69
Q92837	FRAT1_HUMAN	FRAT1
Q92637	FCGRB_HUMAN	FCGR1B IGFRB
P12318	FCG2A_HUMAN	FCGR2A CD32 FCG2 FCGR2A1 IGFR2
Q7L513	FCRLA_HUMAN	FCRLA FCRL FCRL1 FCRLM1 FCRX FREB UNQ291/PRO329
P0DPP9	ETDB_HUMAN	ETDB
Q9UK59	DBR1_HUMAN	DBR1
Q04760	LGUL_HUMAN	GLO1
P06756	ITAV_HUMAN	ITGAV MSK8 VNRA VTNR
P43243	MATR3_HUMAN	MATR3 KIAA0723
P41134	ID1_HUMAN	ID1 BHLHB24 ID
Q76N89	HECW1_HUMAN	HECW1 KIAA0322 NEDL1
P05155	IC1_HUMAN	SERPING1 C1IN C1NH
Q14703	MBTP1_HUMAN	MBTPS1 KIAA0091 S1P SKI1
O43772	MCAT_HUMAN	SLC25A20 CAC CACT
Q96NR2	MHAS1_HUMAN	MIR1-1HG-AS1 C20orf166-AS1 C20orf200 NCRNA00335
P01860	IGHG3_HUMAN	IGHG3
P34932	HSP74_HUMAN	HSPA4 APG2
O95998	I18BP_HUMAN	IL18BP
Q4AE62	GTDC1_HUMAN	GTDC1
P46020	KPB1_HUMAN	PHKA1 PHKA
Q8N2Q7	NLGN1_HUMAN	NLGN1 KIAA1070
Q9Y623	MYH4_HUMAN	MYH4
Q9H6N6	MYH16_HUMAN	MYH16 MYH5
P21359	NF1_HUMAN	NF1
Q5QGS0	NEXMI_HUMAN	NEXMIF KIAA2022
Q53H76	PLA1A_HUMAN	PLA1A NMD PSPLA1
Q9Y605	MOFA1_HUMAN	MRFAP1 PAM14 PGR1
Q96Q06	PLIN4_HUMAN	PLIN4 KIAA1881
P62140	PP1B_HUMAN	PPP1CB
P05423	RPC4_HUMAN	POLR3D BN51 BN51T
Q9P015	RM15_HUMAN	MRPL15 HSPC145
Q9H6Y7	RN167_HUMAN	RNF167 LP2254
Q8IYW5	RN168_HUMAN	RNF168
Q5TA31	RN187_HUMAN	RNF187
Q96NR8	RDH12_HUMAN	RDH12 SDR7C2
Q9Y272	RASD1_HUMAN	RASD1 AGS1 DEXRAS1
Q15269	PWP2_HUMAN	PWP2 PWP2H
P30566	PUR8_HUMAN	ADSL AMPS
Q9BYZ8	REG4_HUMAN	REG4 GISP RELP
P48382	RFX5_HUMAN	RFX5
O95980	RECK_HUMAN	RECK ST15
Q8IZJ4	RGDSR_HUMAN	RGL4 RGR
P07919	QCR6_HUMAN	UQCRH
P0DJD1	RGPD2_HUMAN	RGPD2 RANBP2L2 RGP2
P12272	PTHR_HUMAN	PTHLH PTHRP
Q9HC21	TPC_HUMAN	SLC25A19 DNC MUP1
P55327	TPD52_HUMAN	TPD52
Q1ZZU3	SWI5_HUMAN	SWI5 C9orf119 SAE3
Q99909	SSX3_HUMAN	SSX3
P23975	SC6A2_HUMAN	SLC6A2 NAT1 NET1 SLC6A5
O60225	SSX5_HUMAN	SSX5
P41440	S19A1_HUMAN	SLC19A1 FLOT1 RFC1
Q8TBR4	ST3L4_HUMAN	STAG3L4
Q9Y345	SC6A5_HUMAN	SLC6A5 GLYT2 NET1
Q9NPB0	SMDC1_HUMAN	SAYSD1 C6orf64
Q86Y82	STX12_HUMAN	STX12
Q8IZP1	TBC3A_HUMAN	TBC1D3 PRC17 TBC1D3A
Q96DZ7	T4S19_HUMAN	TM4SF19 OCTM4
Q9C0I4	THS7B_HUMAN	THSD7B KIAA1679
P62380	TBPL1_HUMAN	TBPL1 TLF TLP TLP21 TRF2 TRP
Q9NQE7	TSSP_HUMAN	PRSS16 TSSP
Q7Z4L5	TT21B_HUMAN	TTC21B IFT139 KIAA1992 Nbla10696
Q9NPG3	UBN1_HUMAN	UBN1
Q96P47	AGAP3_HUMAN	AGAP3 CENTG3
Q8NEV1	CSK23_HUMAN	CSNK2A3 CSNK2A1P
P12645	BMP3_HUMAN	BMP3 BMP3A
P84077	ARF1_HUMAN	ARF1
Q86Y28	BAGE4_HUMAN	BAGE4 MLL3P
Q9NWW5	CLN6_HUMAN	CLN6
Q7LBR1	CHM1B_HUMAN	CHMP1B C18orf2
Q9H2U9	ADAM7_HUMAN	ADAM7 GP83
O75319	DUS11_HUMAN	DUSP11 PIR1
Q6NSI3	FA53A_HUMAN	FAM53A
Q05397	FAK1_HUMAN	PTK2 FAK FAK1
Q7L5A8	FA2H_HUMAN	FA2H FAAH FAXDC1
P0C841	FA66E_HUMAN	FAM66E
Q9Y692	GMEB1_HUMAN	GMEB1
O94887	FARP2_HUMAN	FARP2 KIAA0793 PLEKHC3
Q96A11	G3ST3_HUMAN	GAL3ST3
P08754	GNAI3_HUMAN	GNAI3
Q12952	FOXL1_HUMAN	FOXL1 FKHL11 FREAC7
A6NH13	DAS1_HUMAN	DNAJC9-AS1 C10orf103
P78545	ELF3_HUMAN	ELF3 ERT ESX JEN
P50570	DYN2_HUMAN	DNM2 DYN2
Q96AV8	E2F7_HUMAN	E2F7
P02794	FRIH_HUMAN	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15
Q96NE9	FRMD6_HUMAN	FRMD6 C14orf31
Q9P2Q2	FRM4A_HUMAN	FRMD4A FRMD4 KIAA1294
Q96MC6	MF14A_HUMAN	MFSD14A HIAT1
P55081	MFAP1_HUMAN	MFAP1
Q53G44	IF44L_HUMAN	IFI44L C1orf29 GS3686
Q8N6C5	IGSF1_HUMAN	IGSF1 IGDC1 KIAA0364 PGSF2
P43632	KI2S4_HUMAN	KIR2DS4 CD158I KKA3 NKAT8
Q9BVR0	HRC23_HUMAN	HERC2P3
Q99871	HAUS7_HUMAN	HAUS7 UCHL5IP UIP1
Q96D42	HAVR1_HUMAN	HAVCR1 KIM1 TIM1 TIMD1
Q9NS86	LANC2_HUMAN	LANCL2 GPR69B TASP
O43813	LANC1_HUMAN	LANCL1 GPR69A
Q96HE9	PRR11_HUMAN	PRR11
Q93100	KPBB_HUMAN	PHKB
Q8N4C8	MINK1_HUMAN	MINK1 B55 MAP4K6 MINK YSK2 ZC3
P38484	INGR2_HUMAN	IFNGR2 IFNGT1
Q9BUA6	MYL10_HUMAN	MYL10 MYLC2PL PLRLC
O00159	MYO1C_HUMAN	MYO1C
Q8WZA1	PMGT1_HUMAN	POMGNT1 MGAT1.2 UNQ746/PRO1475
Q15126	PMVK_HUMAN	PMVK PMKI
Q8N565	MREG_HUMAN	MREG DSU HDCGA21P
P22695	QCR2_HUMAN	UQCRC2
Q7Z3J3	RGPD4_HUMAN	RGPD4 RGP4
Q9UDW1	QCR9_HUMAN	UQCR10 UCRC HSPC119
A0A096LP55	QCR6L_HUMAN	UQCRHL
Q9BZI7	REN3B_HUMAN	UPF3B RENT3B UPF3X
O14827	RGRF2_HUMAN	RASGRF2 GRF2
P35236	PTN7_HUMAN	PTPN7
Q15257	PTPA_HUMAN	PTPA PPP2R4
O43173	SIA8C_HUMAN	ST8SIA3 SIAT8C
Q9NRA2	S17A5_HUMAN	SLC17A5
Q7RTT6	SSX6_HUMAN	SSX6P SSX6
Q5PRF9	SMAG2_HUMAN	SAMD4B SMAUG2
Q9NTJ3	SMC4_HUMAN	SMC4 CAPC SMC4L1
Q9UHJ3	SMBT1_HUMAN	SFMBT1 RU1
O95104	SCAF4_HUMAN	SCAF4 KIAA1172 SFRS15
Q6T423	S22AP_HUMAN	SLC22A25 UST6
Q9UGH3	S23A2_HUMAN	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2
Q8TDW4	ST7L_HUMAN	ST7L ST7R
Q9H2D6	TARA_HUMAN	TRIOBP KIAA1662 TARA HRIHFB2122
Q9H2K8	TAOK3_HUMAN	TAOK3 DPK JIK KDS MAP3K18
P40879	S26A3_HUMAN	SLC26A3 DRA
P49675	STAR_HUMAN	STAR STARD1
Q9BUF5	TBB6_HUMAN	TUBB6
Q8TCJ2	STT3B_HUMAN	STT3B SIMP
O14662	STX16_HUMAN	STX16
P52657	T2AG_HUMAN	GTF2A2 TF2A2
P01137	TGFB1_HUMAN	TGFB1 TGFB
O43752	STX6_HUMAN	STX6
Q9BZR6	RTN4R_HUMAN	RTN4R NOGOR UNQ330/PRO526
P59536	T2R41_HUMAN	TAS2R41
Q9NQC3	RTN4_HUMAN	RTN4 KIAA0886 NOGO My043 SP1507
Q01085	TIAR_HUMAN	TIAL1
Q6J9G0	STYK1_HUMAN	STYK1 NOK
Q96DX8	RTP4_HUMAN	RTP4 IFRG28 Z3CXXC4
Q14D33	RTP5_HUMAN	RTP5 C2orf85 CXXC11 Z3CXXC5
Q9Y6J8	STYL1_HUMAN	STYXL1 DUSP24 MKSTYX
Q9UBH6	XPR1_HUMAN	XPR1 SYG1 XR
Q2M2D7	TBC28_HUMAN	TBC1D28
Q8WXA3	RUFY2_HUMAN	RUFY2 KIAA1537 RABIP4R
Q495A1	TIGIT_HUMAN	TIGIT VSIG9 VSTM3
Q4W5G0	TIGD2_HUMAN	TIGD2
Q96T51	RUFY1_HUMAN	RUFY1 RABIP4 ZFYVE12
Q6P087	RUSD3_HUMAN	RPUSD3
Q96GQ5	RUS1_HUMAN	C16orf58
Q8TEA7	TBCK_HUMAN	TBCK TBCKL HSPC302
P36402	TCF7_HUMAN	TCF7 TCF1
A0A0J9YWX3	TJB16_HUMAN	TRBJ1-6
A0A0J9YX06	TJB12_HUMAN	TRBJ1-2
Q8TB05	UBAD1_HUMAN	UBALD1 FAM100A PP11303
Q9UM01	YLAT1_HUMAN	SLC7A7
A0A087WV62	TVB16_HUMAN	TRBV16
A0A0B4J248	TVA11_HUMAN	TRAV1-1
Q13107	UBP4_HUMAN	USP4 UNP UNPH
Q13261	I15RA_HUMAN	IL15RA
P17535	JUND_HUMAN	JUND
Q15323	K1H1_HUMAN	KRT31 HHA1 HKA1 KRTHA1
O14558	HSPB6_HUMAN	HSPB6
P40926	MDHM_HUMAN	MDH2
Q5HYC2	K2026_HUMAN	KIAA2026
Q86WU2	LDHD_HUMAN	LDHD
O95528	GTR10_HUMAN	SLC2A10 GLUT10
P19105	ML12A_HUMAN	MYL12A MLCB MRLC3 RLC
Q14145	KEAP1_HUMAN	KEAP1 INRF2 KIAA0132 KLHL19
O14950	ML12B_HUMAN	MYL12B MRLC2 MYLC2B
P01721	LV657_HUMAN	IGLV6-57
P10253	LYAG_HUMAN	GAA
A0A075B6I3	LVK55_HUMAN	IGLV11-55
Q9Y4Z2	NGN3_HUMAN	NEUROG3 ATOH5 BHLHA7 NGN3
O95868	LY66D_HUMAN	LY6G6D C6orf23 G6D MEGT1 NG25
P16581	LYAM2_HUMAN	SELE ELAM1
P80748	LV321_HUMAN	IGLV3-21
A0A0A0MS00	LV332_HUMAN	IGLV3-32
P55769	NH2L1_HUMAN	SNU13 NHP2L1
Q6ZRI0	OTOG_HUMAN	OTOG OTGN
C9JE40	PATL2_HUMAN	PATL2
Q01804	OTUD4_HUMAN	OTUD4 HIN-1 KIAA1046
P07237	PDIA1_HUMAN	P4HB ERBA2L PDI PDIA1 PO4DB
Q9HBE1	PATZ1_HUMAN	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG
P16112	PGCA_HUMAN	ACAN AGC1 CSPG1 MSK16
Q96JY6	PDLI2_HUMAN	PDLIM2 PP6345
Q7RTY7	OVCH1_HUMAN	OVCH1
Q6ZW49	PAXI1_HUMAN	PAXIP1 PAXIP1L PTIP CAGF28
Q16378	PROL4_HUMAN	PRR4 LPRP PROL4
Q7Z3E1	PARPT_HUMAN	TIPARP PARP7
Q15365	PCBP1_HUMAN	PCBP1
Q5FWE3	PRRT3_HUMAN	PRRT3 UNQ5823/PRO19642
Q9P2E7	PCD10_HUMAN	PCDH10 KIAA1400
Q8N8Q9	NIPA2_HUMAN	NIPA2
P09131	P3_HUMAN	SLC10A3 DXS253E P3
Q9H158	PCDC1_HUMAN	PCDHAC1
Q96QU1	PCD15_HUMAN	PCDH15 USH1F
Q7Z5A4	PRS42_HUMAN	PRSS42P PRSS42 TESSP2
Q9Y5G7	PCDG6_HUMAN	PCDHGA6
P52952	NKX25_HUMAN	NKX2-5 CSX NKX2.5 NKX2E
Q9BTU6	P4K2A_HUMAN	PI4K2A
A6NJ46	NKX63_HUMAN	NKX6-3
P43699	NKX21_HUMAN	NKX2-1 NKX2A TITF1 TTF1
Q96LB2	MRGX1_HUMAN	MRGPRX1 MRGX1 SNSR3 SNSR4
Q9ULN7	PNM8B_HUMAN	PNMA8B KIAA1183 PNMAL2
O94761	RECQ4_HUMAN	RECQL4 RECQ4
Q96P65	QRFPR_HUMAN	QRFPR GPR103
Q9HD89	RETN_HUMAN	RETN FIZZ3 HXCP1 RSTN UNQ407/PRO1199
Q8WXH6	RB40A_HUMAN	RAB40A
Q16576	RBBP7_HUMAN	RBBP7 RBAP46
Q96H35	RBM18_HUMAN	RBM18
P43378	PTN9_HUMAN	PTPN9
Q92922	SMRC1_HUMAN	SMARCC1 BAF155
P50452	SPB8_HUMAN	SERPINB8 PI8
Q92925	SMRD2_HUMAN	SMARCD2 BAF60B PRO2451
Q53HV7	SMUG1_HUMAN	SMUG1
Q9NP94	S39A2_HUMAN	SLC39A2 ZIP2
Q13326	SGCG_HUMAN	SGCG
Q8TBB6	S7A14_HUMAN	SLC7A14 KIAA1613
Q8TD33	SG1C1_HUMAN	SCGB1C1
Q8N1H7	S6OS1_HUMAN	SIX6OS1 C14orf39
Q08170	SRSF4_HUMAN	SRSF4 SFRS4 SRP75
Q5FBB7	SGO1_HUMAN	SGO1 SGOL1
Q14140	SRTD2_HUMAN	SERTAD2 KIAA0127 TRIPBR2
Q86WV1	SKAP1_HUMAN	SKAP1 SCAP1 SKAP55
Q05066	SRY_HUMAN	SRY TDF
Q9UBE0	SAE1_HUMAN	SAE1 AOS1 SUA1 UBLE1A
Q8IWX5	SGPP2_HUMAN	SGPP2
Q8WZ04	TOMT_HUMAN	LRTOMT COMT2 TOMT PP7517
Q8TDR2	STK35_HUMAN	STK35 CLIK1 PDIK1 STK35L1
Q8N2I9	STK40_HUMAN	STK40 SGK495 SHIK
Q15208	STK38_HUMAN	STK38 NDR1
Q86TN4	TRPT1_HUMAN	TRPT1
Q9UEW8	STK39_HUMAN	STK39 SPAK
Q13043	STK4_HUMAN	STK4 KRS2 MST1
Q9NVA4	T184C_HUMAN	TMEM184C TMEM34 PRO1355
Q9Y291	RT33_HUMAN	MRPS33 CGI-139 PTD003
Q9BU02	THTPA_HUMAN	THTPA
O75157	T22D2_HUMAN	TSC22D2 KIAA0669 TILZ4
O60830	TI17B_HUMAN	TIMM17B TIM17B JM3
